,is_not_exciting,is_exciting,Project_ID
0,0.9797665817032002,0.020233418296799796,316ed8fb3b81402ff6ac8f721bb31192
1,0.7472120329291791,0.2527879670708209,90de744e368a7e4883223ca49318ae30
2,0.8906249998489512,0.1093750001510488,32943bb1063267de6ed19fc0ceb4b9a7
3,0.8962487821153039,0.10375121788469614,bb18f409abda2f264d5acda8cab577a9
4,0.988113121674974,0.011886878325025984,24761b686e18e5eace634607acbcc19f
5,0.9888117655193117,0.011188234480688316,eac7d156205f1333de3887d656f46611
6,0.9894411113708297,0.010558888629170371,5a3bfdf2e05781ccd0654dee0d51d1cd
7,0.9658591596812538,0.03414084031874626,afda16eb54d8992db7bb42923b2a0c69
8,0.9657969432488774,0.03420305675112257,2ab3efb23acc84017cd7896f62c2e889
9,0.7709632515397415,0.2290367484602584,3118962680bb062323c3566197487315
10,0.9722816108601103,0.027718389139889672,ed758904cb855e09afc2ffa512fcc393
11,0.9537475448620245,0.046252455137975455,30eee62287c7a0df669eb1fc46410620
12,0.9913150713606727,0.008684928639327343,16bc417657fbe76156b238f0d2bf9557
13,0.9910820453070159,0.008917954692984101,137cc8578133ac213d87e7408dc8b6a5
14,0.8426039792239638,0.1573960207760362,207f8821d991dbdcfad8da97fa2e2045
15,0.8619686718248979,0.13803132817510214,222211704d0d75cd6e8d2142766a4918
16,0.8917134772721885,0.10828652272781152,cb4d4ecdc6f2f33c3e0e3be5bc0dba7c
17,0.681109234220143,0.3188907657798569,bdc35fa6476909d4c62b39491af3183d
18,0.980577960976872,0.01942203902312797,dbb0371432d07b7e7a67b2e3578967a7
19,0.820633146363584,0.17936685363641605,93fdea4933f719d63addcc512463c8c8
20,0.8573342824462793,0.14266571755372068,6232538cdc97fe2c076715b2315d6399
21,0.6889750118817717,0.3110249881182283,e0f2391764202f001bfc74af0c15c86c
22,0.9731012404208439,0.02689875957915616,438b723eb8de16b88444376c41ac3a31
23,0.9369547354095042,0.06304526459049577,4575cc6f10cf5717524a8e0779822e26
24,0.9788240326378819,0.02117596736211816,82cda28a7b11bac47979e74b2c22b46e
25,0.9364556976257756,0.06354430237422436,46e77ce73a3a3b6c12ab5c0ffd0b52af
26,0.6284731850458434,0.37152681495415657,40ba7fe1086c3d96ed1e58aed719fc7c
27,0.9495033454680224,0.05049665453197766,b2d7da463892b66206fc0b6493b14688
28,0.9852631614632182,0.014736838536781812,5b643940ca27c0a74d27104bac37a722
29,0.949343209920866,0.050656790079134026,b11a8ee9289cdf7e3bcb671a7d6da0d2
30,0.9336906511057039,0.06630934889429607,716b430f48b9e7a27803cd4b54c273f4
31,0.6529065242959161,0.3470934757040839,38aa6ba26704ef93b2072b65d6bf713f
32,0.949300653133375,0.05069934686662507,49e75ba313c070da20e20a91d9feaf9e
33,0.8004559830559903,0.19954401694400972,f8d8a21eb383c1abce61bbba4c808155
34,0.9654845188371511,0.03451548116284889,78d6c2d7908d67e334dbffba19d3adfb
35,0.9150237483269538,0.08497625167304626,1e0e96759de9f0773419919f1561c626
36,0.8418314734656269,0.15816852653437305,7a86c0ee26a388ef63018e68d22c1b02
37,0.8985466269133396,0.10145337308666039,8ed1459650828dc61935a09519b3f1c6
38,0.8482659279631865,0.15173407203681352,6bbb02726882a72f2b033897e8a077f2
39,0.8200910398387066,0.1799089601612934,953ac7236ad341ef57c4e676f1af930d
